event_name,start_date,end_date,event_type,featured,organization_name,organization_url,url_linkedin,url_twitter,url_other,acronym,tags,event_url,image_url,location,region,in_person,virtual,language,code_of_conduct_url,cfp_due_date,hash_tag,cfp_url,sponsors,price_range,price,paid_or_free
WWC Connect 2023,2023-03-02,2023-03-02,Conference,0,Women Who Code,https://www.womenwhocode.com/,https://www.linkedin.com/company/women-who-code/,https://twitter.com/WomenWhoCode?s=20&t=XQgQoYqC1mT8sFPYkazcsA,,WWC,women-focused,https://www.womenwhocode.com/connect-cfp,https://www.womenwhocode.com/assets/WWCode_Progress_Pride_Logo_Black-8640a72547cacc4a741d6d242e84cd3fcf5f9bf97a13644e11d21e831b82a327.png,Online,Online,No,Yes,English,https://www.womenwhocode.com/codeofconduct,2022-11-21,,https://www.womenwhocode.com/connect-cfp,,,,
GeoPython 2023,2023-03-06,2023-03-08,Conference,0,,https://2023.geopython.net/,None,https://twitter.com/GeoPythonConf?s=20&t=QHxEznDS3MdWNfkz3hqppA,,,"GIS, python, ML",https://2023.geopython.net/,https://2023.geopython.net/assets/img/nwwpy4.png,"Basel, Switzerland",Europe,Yes,Yes,English,https://2023.geopython.net/,2022-12-16,,https://submit.geopython.net/geopython-2023/cfp,,,,
WiDS 2023,2023-03-08,2023-03-08,Conference,0,Women in Data Science,https://www.widsconference.org/,https://www.linkedin.com/company/women-in-data-science-wids-at-stanford-university/,https://twitter.com/WiDS_Worldwide,,WiDS,women-focused,https://www.widsconference.org/,https://www.widsconference.org/uploads/5/5/8/3/55834673/editor/wids-matrix-1line-cropped.jpg?1628186429,"Palo Alto, Ca",Canada / USA,Yes,Yes,English,,,,,,,,
SXSW 2023,2023-03-10,2023-03-19,Conference,0,South by Southwest,https://www.sxsw.com/,https://www.linkedin.com/company/sxsw/,https://twitter.com/sxsw,,SXSW,"tech, music",https://www.sxsw.com/,https://www.sxsw.com/wp-content/uploads/2022/11/23_SXSW_Carousel_waves-L_orange-pink.png,"Austin, TX, USA",Canada / USA,Yes,No,English,https://www.sxsw.com/attend/code-of-conduct/,,,,,,,
Bayes Comp 2023,2023-03-12,2023-03-17,Conference,0,ISBA/BCS,https://bayesian.org,https://www.linkedin.com/company/international-society-for-bayesian-analysis/about/,https://twitter.com/ISBA_events?s=20&t=m9Mtf6GiEAAoe1l65JX87A,,ISBA/BCS,Bayes,https://bayescomp2023.com,"https://img1.wsimg.com/isteam/ip/4163f096-f0ee-419e-9105-9c6a8a61a862/Northern_Lights.jpg/:/rs=w:3070,m","Levi, Finland",Europe,Yes,Yes,English,https://bayesian.org/governance/code-of-conduct/,2022-08-07,,,,,not announced,
SIGCSE 2023 (Computer Science Education),2023-03-15,2023-03-18,Conference,0,ACM,https://www.acm.org/,https://www.linkedin.com/company/association-for-computing-machinery/,https://twitter.com/theofficialacm,,ACM,computer science,https://sigcse2023.sigcse.org/,https://sigcse2023.sigcse.org/getImage/orig/logo.jpg,"Toronto, ON, Canada",Canada / USA,Yes,No,English,,,,,,,,
PyCascades 2023,2023-03-18,2023-03-19,Conference,0,PyCascades,https://2023.pycascades.com/,https://www.linkedin.com/company/pycascades/,https://twitter.com/pycascades,,,python,https://2023.pycascades.com/,https://2023.pycascades.com/media/images/PyCascades2023_Logo_White_Huge.width-800.png,"Vancouver, BC, Canada",Canada / USA,Yes,Unknown,English,https://2023.pycascades.com/about/code-of-conduct/,2022-11-30,,,,,,
DataConnect West Conference,2023-03-23,2023-03-23,Conference,0,Women in Analytics,https://www.womeninanalytics.com/,https://www.linkedin.com/company/women-in-analytics-community/,https://twitter.com/wia_community,,WIA-DCC,women-focused,https://www.dataconnectconf.com/dccwest,https://uploads-ssl.webflow.com/6164cdbceec2a908841609b5/6351dd8d26d362758673d125_DCCWest%20Logo-p-500.png,"Portland, OR, USA",Canada / USA,Yes,Unknown,English,https://www.womeninanalytics.com/code-of-conduct,,,,,,,
PyTexas 2023,2023-04-01,2023-04-02,Conference,0,PyTexas,https://www.pytexas.org/,None,https://twitter.com/pytexas,,,python,https://www.pytexas.org/,https://www.pytexas.org/theme/img/2023-logo-text.svg,"Austin, TX, USA",Canada / USA,Yes,Unknown,English,https://www.pytexas.org/about/code-of-conduct,2023-01-15,,https://www.pytexas.org/speaking,https://www.pytexas.org/sponsors/prospectus,,,
"csv, conf, v7",2023-04-19,2023-04-20,Conference,0,csv conf v7,https://csvconf.com/,None,https://twitter.com/csvconference,,,data,https://csvconf.com/,,"Buenos Aires, Argentina",Latin America,Yes,Unknown,,https://csvconf.com/coc/,2022-11-25,,https://docs.google.com/forms/d/e/1FAIpQLScx8_gwkE3pQGcp2nJpzDFN-mg0tAwu1HsQAp3NcWtkhbwNwA/viewform,,,,
PyCon US 2023,2023-04-19,2023-04-27,Conference,1,Python Software Foundation,https://www.python.org/psf/,https://www.linkedin.com/company/thepsf/,https://twitter.com/ThePSF?s=20&t=tSIz1jgwXKrGQqeHRdBQvA,,PSF,python,https://us.pycon.org/2023/,https://us.pycon.org/2023/static/images/logo-2023.e2af3d60842d.svg,"Salt Lake City, UT, USA",Canada / USA,Yes,Yes,"English,Spanish",https://us.pycon.org/2023/about/code-of-conduct/,,,,,,,
PyCon DE & PyData Berlin 2023,2023-04-17,2023-04-19,Conference,1,"NumFOCUS, PSF",https://numfocus.org/,https://www.linkedin.com/company/numfocus/,https://twitter.com/NumFOCUS?s=20&t=9sXlfAi0KOtgUgEx89_bfg,,NumFOCUS,python,https://2023.pycon.de/,https://2022.pycon.de/static/media/PyConDE_PyDataBer_circle_trans_500.png,"Berlin, Germany",Europe,Yes,Yes,English,https://2023.pycon.de/code-of-conduct/,,,,,,,
AI & Statistics 2023,2023-04-25,2023-04-27,Conference,0,Society for AI and Statistics,https://aistats.org/,None,https://twitter.com/aistats_conf,,AISTATS,"AI, statistics",https://aistats.org/aistats2023/,https://aistats.org/assets/images/logo-aistats.jpg,"Valencia, Spain",Europe,Yes,Yes,English,https://aistats.org/aistats2023/code-of-conduct.html,2022-10-06,,https://aistats.org/aistats2023/call-for-papers.html,,,,
PyData Seattle 2023,2023-04-26,2023-04-28,Conference,0,NumFOCUS,https://numfocus.org,https://www.linkedin.com/company/numfocus/,https://twitter.com/NumFOCUS?s=20&t=9sXlfAi0KOtgUgEx89_bfg,,NumFOCUS,python,https://pydata.org/seattle2023/,https://pydata.org/seattle2023/wp-content/uploads/2022/10/PyData_logo.png,"Seattle, WA, USA",Canada / USA,Yes,Unknown,English,https://pydata.org/seattle2023/conduct/,2023-02-06,,https://pydata.org/seattle2023/present/,,,,
ICLR 2023,2023-05-01,2023-05-05,Conference,0,Int'l Conf on Learning Representations,https://iclr.cc/,https://www.linkedin.com/company/iclr/,https://twitter.com/iclr_conf,,ICLR,"AI, ML, CV",https://iclr.cc,https://iclr.cc/static/core/img/ICLR-logo.svg,"Kigali, Rwanda",Africa,Yes,Unknown,English,https://iclr.cc/public/CodeOfConduct,2022-09-28,,,,,,
ODSC East 2023,2023-05-09,2023-05-11,Conference,0,Open Data Science,https://odsc.com,https://www.linkedin.com/company/open-data-science/,https://twitter.com/ODSC,,ODS,data-science,https://odsc.com/boston/,https://odsc.com/wp-content/uploads/2022/08/ODSC-logo-1-1.png,"Boston, MA, USA",Canada / USA,Yes,Unknown,English,https://odsc.com/code-of-conduct/,,,,,,,
JupyterCon 2023,2023-05-10,2023-05-12,Conference,0,NumFOCUS,https://numfocus.org,https://www.linkedin.com/company/numfocus/,https://twitter.com/NumFOCUS?s=20&t=9sXlfAi0KOtgUgEx89_bfg,, NumFOCUS,"Jupyter, python",https://www.jupytercon.com/,https://images.squarespace-cdn.com/content/v1/635c4fa641614511e4698394/e271c199-f780-4882-95f1-3db1ec7972a9/LogoHoriz.png?format=1500w,"Paris, France",Europe,Yes,Yes,English,https://numfocus.org/code-of-conduct,2022-12-15,,https://cfp.jupytercon.com/2023/cfp,,,,
2023 Symposium on Data Science & Statistics,2023-05-23,2023-05-26,Conference,0,ASA,https://www.amstat.org,https://www.linkedin.com/company/american-statistical-association---asa/,https://twitter.com/AmstatNews?s=20&t=xb_aVg7v6V9g2LZXxAYHJg,,SDSS,"statistics, data-science",https://www.amstat.org/meetings/symposium-on-data-science-amp-statistics,https://ww2.amstat.org/meetings/sdss/2023/images/logo.png?v=2023,,Canada / USA,Yes,Unknown,English,https://www.amstat.org/meetings/code-of-conduct,,,,,,,
R/Finance 2022,2022-06-03,2022-06-04,Conference,0,,https://www.rinfinance.com/,None,https://twitter.com/rinfinance,,,rstats,https://www.rinfinance.com/,,"Chicago, IL, USA",Canada / USA,Yes,No,English,https://www.rinfinance.com/coc/,2023-01-27,,,,,,
COLT 2023 (Conf on Learning Theory),2023-07-19,2023-07-22,Conference,0,Association for Computational Learning,https://learningtheory.org/,None,https://twitter.com/assoccomplearn,,ACL,"AI, ML",https://learningtheory.org/colt2023/,,"Bangalore, India",Asia,Yes,Unknown,English,https://learningtheory.org/colt2023/code-of-conduct.html,2023-02-10,COLT2023,,,,,
DataConnect Conference,2023-07-20,2023-07-21,Conference,0,WIA,https://www.womeninanalytics.com/,https://www.linkedin.com/company/women-in-analytics-community/,http://www.twitter.com/wia_community,,WIA-DCC,women-focused,https://www.dataconnectconf.com/,https://uploads-ssl.webflow.com/6164cdbceec2a908841609b5/61709899316ac23dda1364a8_columbus%20skyline.jpeg,"Columbus, Ohio, USA",Canada / USA,Yes,Unknown,English,"https://www.womeninanalytics.com/code-of-conduct#:~:text=WIA%20is%20dedicated%20to%20providing,of%20participants%20in%20any%20form.",2023-01-31,,,,$$,$ 75-899,paid
ProductCon 2022,2023-07-20,2023-07-20,Conference,0,Product Scool,https://productschool.com/productcon/,https://www.linkedin.com/school/product-school/,https://twitter.com/@productschool,,,product,https://productschool.com/productcon/online/,https://assets.productschool.com/wp-content/uploads/2020/11/03185145/logo_productcon.svg,,,,Unknown,,https://productschool.com/code-of-conduct/,,,,,,,
ICML 2023,2023-07-23,2023-07-29,Conference,0,Int'l Conf on Machine Learning,https://icml.cc/,None,https://twitter.com/icmlconf,,ICML,"AI, ML, CV",https://icml.cc/Conferences/2023,,"Honolulu, HI, USA",Canada / USA,Yes,Yes,English,https://icml.cc/public/CodeOfConduct,2023-01-26,,,,,,
JuliaCon 2023,2023-07-24,2023-07-29,Conference,0,NumFOCUS,https://numfocus.org,https://www.linkedin.com/company/numfocus/,https://twitter.com/NumFOCUS?s=20&t=9sXlfAi0KOtgUgEx89_bfg,,NumFOCUS,julialang,https://juliacon.org/2023/,https://juliacon.org/assets/shared/img/logo_20.svg,"Cambridge, MA, USA",Canada / USA,Yes,No,English,https://juliacon.org/2023/coc/,2023-01-15,,,,,,
JSM 2023,2023-08-05,2023-08-10,Conference,0,ASA,https://www.amstat.org,https://www.linkedin.com/company/american-statistical-association---asa/,https://twitter.com/AmstatNews?s=20&t=xb_aVg7v6V9g2LZXxAYHJg,,JSM,statistics,https://ww2.amstat.org/meetings/jsm/2023/,https://ww2.amstat.org/meetings/jsm/2023/images/logo.png?v=2023,"Toronto, Ontario, Canada",Canada / USA,Yes,Unknown,English,https://www.amstat.org/meetings/code-of-conduct,2022-09-08,,,,,,
Regulatory-Industry Statistics Workshop (ASA Biopharmaceutical),2023-09-27,2023-09-29,Conference,0,ASA,https://www.amstat.org,https://www.linkedin.com/company/american-statistical-association---asa/,https://twitter.com/AmstatNews?s=20&t=xb_aVg7v6V9g2LZXxAYHJg,,JSM,statistics,https://www.amstat.org/meetings/asa-biopharmaceutical-section-regulatory-industry-statistics-workshop,https://ww2.amstat.org/meetings/biop/2023/images/logo.png?v=2023,"Rockville, MD, USA",Canada / USA,Yes,Unknown,English,https://www.amstat.org/meetings/code-of-conduct,2022-12-21,,,,,,
All Things Open 2023,2023-10-15,2023-10-18,Conference,0,All Things Open,https://www.allthingsopen.org/,https://www.linkedin.com/company/all-things-open/,https://twitter.com/AllThingsOpen,,ATO,open source,https://2023.allthingsopen.org/,,"Raleigh, North Carolina, USA",Canada / USA,Yes,Yes,English,https://2023.allthingsopen.org/code-of-conduct//,,,https://www.allthingsopen.org/save-the-date-ato-2023-october-15-18-in-downtown-raleigh-nc/,,,,
posit:conf 2023,2023-09-17,2023-09-20,Conference,1,Posit,https://posit.co/,https://www.linkedin.com/company/posit-software/,https://twitter.com/posit_pbc,,,"open source, rstats",https://posit.co/conference/,,"Chicago, IL, USA",Canada / USA,Yes,,English,,,,,,,,paid
useR! 2022,2023-06-20,2023-06-23,Conference,0,R Foundation,https://www.r-project.org/foundation/,https://www.linkedin.com/company/user-conf/,https://twitter.com/_useRconf,,,rstats,https://user2023.r-project.org,,Online,Online,Yes,Yes,English,https://user2022.r-project.org/about/coc/,,,,,,,
SIGKDD 2023 (Knowledge Discovery & Data Mining),2023-08-06,2023-08-10,Conference,0,ACM,https://www.acm.org/,https://user2022.r-project.org/about/coc/,https://twitter.com/AnitaB_org,,KDD,ML,https://kdd.org/kdd2023/,,"Long Beach, CA, USA",Canada / USA,Yes,,English,,,,,,,,paid
Grace Hopper Celebration 2023,2023-09-26,2023-09-29,Conference,0,AnitaB.org,http://anitab.org/,https://www.linkedin.com/company/anitab-org/,https://twitter.com/AnitaB_org,,,women-focused,https://ghc.anitab.org,,"Orlando, Florida, USA",Canada / USA,Yes,Yes,English,https://ghc.anitab.org/code-of-conduct/,,,$199-1298, ,,,paid
ACM FaCCT 2023,2023-06-12,2023-06-13,Conference,0,ACM,https://www.acm.org/,,https://twitter.com/FAccTConference,,FaaCT,AI ethics,https://facctconference.org,,"Chicago, IL, USA",Canada / USA,Yes,Yes,English,https://facctconference.org/harassment.html,2023-02-06,,https://facctconference.org/2023/cfp.html,,,,paid
NeurIPS 2023,2023-12-10,2023-12-16,Conference,0,Neural Information Processing Systems,https://nips.cc/,https://www.linkedin.com/company/nipsconference/,https://twitter.com/NeurIPSConf,,NeurIPS,"AI, ML, CV",https://nips.cc/Conferences/2023,,"New Orleans, LA, USA",Canada / USA,Yes,Yes,English,https://nips.cc/public/CodeOfConduct,,,,,$$,$475 - 1475,paid
Indaba 2023,2023-09-03,2023-09-09,Conference,1,Deep Learning Indaba Ltd,https://deeplearningindaba.com/,https://www.linkedin.com/company/deep-learning-indaba/,https://twitter.com/deepindaba,,,DL,https://deeplearningindaba.com/2023/,,"Accra, Ghana",Africa,Yes,Unknown,English,https://deeplearningindaba.com/about/code-of-conduct/,,,,,,,paid
SciPy 2023,2023-07-10,2023-07-16,Conference,0,NumFOCUS,https://numfocus.org,https://www.linkedin.com/company/numfocus,https://twitter.com/scipyconf,,,"python, open source",https://www.scipy2023.scipy.org/,,"Austin, TX, USA",Canada / USA,Yes,Unknown,English,,2023-02-22,#SciPy,https://www.scipy2023.scipy.org/present,https://www.scipy2023.scipy.org/sponsor,,,paid
EuroPython 2023,2023-07-17,2023-07-23,Conference,0,EuroPython Society (EPS),https://www.europython-society.org/coc/,https://www.linkedin.com/company/europython/,https://twitter.com/europython,,,python,https://ep2023.europython.eu/,,"Prague, Czech Republic",Europe,Yes,Yes,English,https://www.europython-society.org/coc/,,#EuroPython,,,,,paid
EuroSciPy 2023,2023-08-14,2023-08-18,Conference,0,EuroSciPy,https://www.euroscipy.org/,https://www.linkedin.com/company/euroscipy/,https://twitter.com/euroscipy,,,python,https://www.euroscipy.org/2023/index.html,,"Basel, Switzerland",Europe,Yes,Yes,English,https://www.euroscipy.org/2023/code_of_conduct.html,,#EuroSciPy2023,https://www.euroscipy.org/2023/program.html,,,,paid
Open Source Summit Japan 2022,2022-12-05,2022-12-06,Conference,0,Linux Foundation,https://linuxfoundation.org,https://www.linkedin.com/company/the-linux-foundation/,https://twitter.com/linuxfoundation,,,open source,https://events.linuxfoundation.org/open-source-summit-japan/,,"Yokohama, Japan",Asia,Yes,Yes,Japanese,https://events.linuxfoundation.org/open-source-summit-japan/attend/code-of-conduct/,,#OSSUMMIT,,https://events.linuxfoundation.org/open-source-summit-japan/sponsor/,$$,$25 - 375,paid
Open Source Summit Europe 2023,,,Conference,0,Linux Foundation,https://linuxfoundation.org,https://www.linkedin.com/company/the-linux-foundation//,https://twitter.com/linuxfoundation,,,open source,,,"Bilbao, Spain",Europe,Yes,Yes,English,,,,,,,,paid
Open Source Summit North America 2023,2023-05-10,2023-05-12,Conference,0,Linux Foundation,https://linuxfoundation.org,https://www.linkedin.com/company/the-linux-foundation/,https://twitter.com/linuxfoundation,,,open source,https://events.linuxfoundation.org/open-source-summit-north-america/,,"Vancouver, BC, Canada",Canada / USA,Yes,,English,https://events.linuxfoundation.org/open-source-summit-north-america/attend/code-of-conduct/,2023-02-05,#OSSUMMIT,https://events.linuxfoundation.org/open-source-summit-north-america/program/cfp/,https://events.linuxfoundation.org/open-source-summit-north-america/sponsor/,$$,$0 - 1249,paid
